300,0.28509
305,0.29484
310,0.30137
315,0.30511
320,0.30709
325,0.30808
330,0.30818
335,0.30762
340,0.30672
345,0.30546
350,0.30405
355,0.30249
360,0.30079
365,0.29904
370,0.29731
375,0.29547
380,0.29358
385,0.29185
390,0.29019
395,0.28855
400,0.28688
405,0.28528
410,0.28367
415,0.2822
420,0.28072
425,0.2793
430,0.2779
435,0.27657
440,0.27534
445,0.27416
450,0.27303
455,0.27202
460,0.27102
465,0.27009
470,0.26914
475,0.26824
480,0.2674
485,0.26663
490,0.26589
495,0.26529
500,0.26471
505,0.26414
510,0.26358
515,0.26305
520,0.26254
525,0.26206
530,0.2616
535,0.26123
540,0.26088
545,0.26051
550,0.26016
555,0.25991
560,0.25958
565,0.25928
570,0.25907
575,0.25887
580,0.25862
585,0.25846
590,0.25831
595,0.2581
600,0.25802
605,0.25789
610,0.25778
615,0.25765
620,0.2575
625,0.2574
630,0.25737
635,0.25735
640,0.25732
645,0.25727
650,0.25715
655,0.25713
660,0.25712
665,0.25711
670,0.2571
675,0.25701
680,0.25706
685,0.25705
690,0.25701
695,0.25698
700,0.25706
705,0.25704
710,0.25711
715,0.25705
720,0.25713
725,0.25718
730,0.25719
735,0.25718
740,0.25726
745,0.25732
750,0.25736
755,0.25735
760,0.25743
765,0.25742
770,0.25748
775,0.25756
780,0.25762
785,0.25771
790,0.25783
795,0.2578
800,0.25814
805,0.25799
810,0.25805
815,0.25817
820,0.25819
825,0.25829
830,0.25822
835,0.25827
840,0.25851
845,0.25866
850,0.25885
855,0.25966
860,0.26001
865,0.26015
870,0.26024
875,0.26044
880,0.26053
885,0.26066
890,0.26075
895,0.26082
900,0.26089
905,0.26108
910,0.26135
915,0.26156
920,0.26142
925,0.26136
930,0.26135
935,0.26151
940,0.26177
945,0.26206
950,0.26221
955,0.26225
960,0.26237
965,0.26251
970,0.26262
975,0.26279
980,0.26262
985,0.26225
990,0.26254
995,0.26313
1000,0.26322
1005,0.26334
1010,0.26329
1015,0.26287
1020,0.26305
1025,0.26353
1030,0.26392
1035,0.26398
1040,0.26359
1045,0.26352
1050,0.26395
1055,0.26442
1060,0.26407
1065,0.26406
1070,0.26425
1075,0.26457
1080,0.26442
1085,0.26458
1090,0.26476
1095,0.26537
1100,0.26485
